愉悦安,小区名,区县,地址,物业公司,物业类型,物业id,房屋等级,建设用地,开发单位,是否有合同,负责人,点位坐标,面坐标
bc10a68d518224dfb24e65dd6788fa22,邦泰花园,江津区,江津区德感街道篆山坪鼎兴路,重庆市江津区山奇物业管理有限公司,商住一体（综合商业体）,1899369243460000000,一级,地字第500381201200039号,重庆鼎邦置地有限公司,有合同,吴曼莉,"[106.2348832349805, 29.26402690568794]","[[[106.23329699237637, 29.26472429376468], [106.23398250522378, 29.263807058264618], [106.23521835937123, 29.262580859227697], [106.23640593796604, 29.26354637028039], [106.23593283755022, 29.26402912580674], [106.23487077539227, 29.265342220838406], [106.23329699237637, 29.26472429376468]]]"
bc42b650df65adc504c68a5735a39bb9,天湖·公园里,丰都县,重庆市丰都县仙女湖镇天佑大道168号,重庆鑫弘云物业管理有限公司,商住一体（综合商业体）,1924306825479999700,四级,地字第500230202000018号,重庆百世秦置业有限公司,有合同,,"[107.78209814133596, 29.599999661987344]","[[[107.78136970664445, 29.599442278708473], [107.78217152523256, 29.59904870799194], [107.7830638717258, 29.599543482358783], [107.78293454614709, 29.600465555384147], [107.78157662757039, 29.6009828121709], [107.78118865083422, 29.60036435265905], [107.78136970664445, 29.599442278708473]]]"
bc51fda03bfd7d9cf0b8ae45cd01f8d8,圣湖锦,长寿区,重庆市长寿区何华路,重庆长寿保安服务集团有限公司,住宅,1901937608489999600,超等级,地字第500115201100118号,,有合同,黄胤,"[107.24863039485726, 29.89787516787038]","[[[107.24748727960568, 29.899485069677432], [107.2465335562111, 29.899992742759544], [107.24623238040229, 29.899238484675696], [107.24733669170129, 29.897512372577566], [107.24663394814736, 29.897512372577566], [107.24733669170129, 29.896613041822125], [107.25145276108837, 29.89672908495632], [107.2516033489928, 29.897178750824935], [107.2506663575876, 29.898078076475006], [107.248959694671, 29.898672787365975], [107.24748727960568, 29.899485069677432]]]"
bc6e318b0a3f26012bc57b3a9787f0ca,北井中庭,巫溪县,巫溪县柏杨街道文景路100号,重庆市西兰花物业管理有限公司,住宅,1903636842920000300,二级,地字第500238201500008号,重庆市圣贤鼎房地产开发有限公司,有合同,,"[109.56864723832204, 31.40021305498436]","[[[109.56840479892911, 31.400098936567467], [109.56886852539742, 31.400046986007652], [109.56891779633469, 31.400326529157276], [109.56838740918657, 31.400368584249343], [109.56840479892911, 31.400098936567467]]]"
bc753592fd9c83333165bd05ccbdd2dd,保利江上明珠,江北区,重庆市江北区鸿恩路,保利物业服务股份有限公司重庆分公司,住宅,1916401679030000000,按约定确定,地字第500105201500015号,保利(重庆)投资实业有限公司,有合同,,"[[106.50651228334289, 29.573171661684416], [106.50508481863729, 29.565150184403873], [106.5093839816816, 29.571425650810752], [106.50363731140912, 29.56677879955832], [106.50036963139932, 29.569604951953032]]","[[[[106.50554607944177, 29.574243698942873], [106.50510357172443, 29.573948704891727], [106.50467330214379, 29.57349399020291], [106.50469550165187, 29.57302138062786], [106.50491662237802, 29.572667797654976], [106.50551254578266, 29.57247592869043], [106.50589930055853, 29.572458776381538], [106.50646810210203, 29.572407641510196], [106.50701225152095, 29.572171670826062], [106.50861417038243, 29.57284924940311], [106.5086943913647, 29.573333461868636], [106.50554607944177, 29.574243698942873]]], [[[106.50375549589884, 29.565764651578956], [106.50361997043368, 29.565437131704794], [106.50371032074379, 29.565143493196924], [106.50390231515277, 29.564985380154226], [106.504275010182, 29.564736916801415], [106.50479452446514, 29.5646465664913], [106.50520110086066, 29.564623978913776], [106.50561897104492, 29.564657860280068], [106.50613848532808, 29.564703035435123], [106.50633047973707, 29.564928911210405], [106.50652247414607, 29.565301606239625], [106.5060368412292, 29.565696888846368], [106.50542697663595, 29.56548230685985], [106.50467029278875, 29.5655613633812], [106.50404913440671, 29.5655613633812], [106.50375549589884, 29.565764651578956]]], [[[106.50683870023148, 29.571976235399237], [106.50655635551237, 29.571660009313838], [106.50631918594833, 29.57152448384867], [106.5059803722854, 29.571434133538556], [106.50592390334158, 29.571208257763274], [106.50599166607417, 29.570948500621697], [106.50622883563821, 29.570801681367765], [106.50655635551237, 29.570790387579], [106.50714363252811, 29.57084685652282], [106.50779867227644, 29.57089203167788], [106.50843112444723, 29.57084685652282], [106.5091652207169, 29.570835562734057], [106.50936850891465, 29.570372517394727], [106.50936850891465, 29.57030475466214], [106.50967344121128, 29.570101466464386], [106.50996707971915, 29.56999982236551], [106.51059953188994, 29.569830415534046], [106.51081411387646, 29.569830415534046], [106.51099481449668, 29.570044997520565], [106.51125457163826, 29.57021440435203], [106.51145785983601, 29.570372517394727], [106.5115933853012, 29.570745212423944], [106.5116837356113, 29.570914619255404], [106.51185314244276, 29.571163082608216], [106.51212419337311, 29.571456721116085], [106.51225971883828, 29.571614834158783], [106.51230489399333, 29.571806828567773], [106.51230489399333, 29.571897178877887], [106.511841848654, 29.572055291920584], [106.51094963934163, 29.572292461484633], [106.51038494990343, 29.572382811794746], [106.50998966729668, 29.57247316210486], [106.50953791574611, 29.572631275147558], [106.50940239028094, 29.572766800612726], [106.50910875177307, 29.57293620744419], [106.50882640705397, 29.573003970176774], [106.50847629960228, 29.5725860999925], [106.50820524867194, 29.57245057452733], [106.50683870023148, 29.571976235399237]]], [[[106.50386843378648, 29.567261078590214], [106.50230989093706, 29.56793870591606], [106.50091510802469, 29.566255931390202], [106.50110710243366, 29.566086524558738], [106.50155320708986, 29.56598488045986], [106.50243412261348, 29.565922764621668], [106.50286328658648, 29.566238990707056], [106.50315692509434, 29.566318047228407], [106.50372161453255, 29.566046996298066], [106.50395313720222, 29.565832414311547], [106.50557379588987, 29.565792886050872], [106.5057206151438, 29.56592276462166], [106.5056584993056, 29.567887883866625], [106.50552297384043, 29.56809681895876], [106.5051841601775, 29.568057290698086], [106.50489616856402, 29.567758005295836], [106.50464205831683, 29.56749824815426], [106.50386843378648, 29.567261078590214]]], [[[106.50095463628539, 29.573156436325114], [106.50051417852357, 29.57255786552061], [106.50009630833931, 29.572185170491395], [106.49932833070335, 29.571778594095885], [106.49889916673031, 29.571496249376782], [106.49883140399771, 29.570931559938575], [106.4995316189011, 29.5705136897543], [106.49979137604268, 29.570445927021716], [106.49966714436627, 29.569700536963282], [106.49882011020895, 29.56893255932732], [106.49789401953029, 29.56823234442394], [106.497668143755, 29.567916118338545], [106.49790531331905, 29.5675208357318], [106.49878622884266, 29.56732884132281], [106.49980266983144, 29.567102965547523], [106.5004125344247, 29.56695614629359], [106.50105628038426, 29.566617332630667], [106.50221954062697, 29.567927412127307], [106.50142897541348, 29.568401751255404], [106.50144026920223, 29.568706683552033], [106.50121439342696, 29.56894385311608], [106.50120309963819, 29.569147141313838], [106.50177908286517, 29.56997158789362], [106.50182425802022, 29.57026522640149], [106.50227600957079, 29.57034428292284], [106.50234377230338, 29.570863797205988], [106.50197107727415, 29.571010616459922], [106.50202754621797, 29.571372017700376], [106.5023663598809, 29.57169953757454], [106.50197107727415, 29.57198188229364], [106.50095463628539, 29.573156436325114]]]]"
bc8050fb0ed2605ea757a9051c259a76,泰吉滨江一期,北碚区,重庆市北碚区朝阳街道河嘉村301号,重庆泰吉物业管理有限公司,商住一体（综合商业体）,1915655007560000000,二级,地字第500109200900369号,,有合同,雷兴桃,"[106.4437514437833, 29.825958225831528]","[[[106.44268042016533, 29.82611315279979], [106.44264007118237, 29.826065829574418], [106.44258431591349, 29.826003243954574], [106.44251392687632, 29.82592758129289], [106.44211902287468, 29.825503095891236], [106.44217502096053, 29.825463298192687], [106.44235124131677, 29.825346987073832], [106.44235621996363, 29.825352748130854], [106.44238009966193, 29.825336983914724], [106.44238196575522, 29.825339144985605], [106.44239637649162, 29.82532963465496], [106.44242310973878, 29.8253103900625], [106.44254530871909, 29.82525887419774], [106.44264389779772, 29.825228778385448], [106.4427175369848, 29.825206874497724], [106.44266114229795, 29.825098342514533], [106.44287745353171, 29.82500711978281], [106.44293856965929, 29.825005104402123], [106.44293938984099, 29.82501325585713], [106.4429804268053, 29.825013511264554], [106.44299089311527, 29.825013576015753], [106.44300723289753, 29.82501367673984], [106.4430332161101, 29.825013839517112], [106.44316740575124, 29.82501467408798], [106.44316996432248, 29.82503441240823], [106.44336263867491, 29.82502572855458], [106.44342485647199, 29.824993347564998], [106.44350752934905, 29.82493205517027], [106.44364332877667, 29.824972458112477], [106.44376022265625, 29.824920783067736], [106.44377845910864, 29.82493883695781], [106.44386458628166, 29.8248746523434], [106.4438442256306, 29.824852932816658], [106.44386784902208, 29.824836112796447], [106.4438751677049, 29.82484112291957], [106.44393011448322, 29.824804253413618], [106.44395032674625, 29.824824761553547], [106.44410243088255, 29.824728922601768], [106.44404704433568, 29.82464394656091], [106.4441206241675, 29.824608834330263], [106.44409451325122, 29.82456534761275], [106.44409631099602, 29.82456416950088], [106.44408316290772, 29.824540860872105], [106.44412970192428, 29.824518375122974], [106.44449843115773, 29.82499004615374], [106.44468839765148, 29.82528537002383], [106.4446888949766, 29.82528532146046], [106.44497518425742, 29.825735199220098], [106.44499642084821, 29.825708870667885], [106.44503415730058, 29.82567416403151], [106.44503665022133, 29.82567879284204], [106.44503923217489, 29.82585667964213], [106.44496312434875, 29.826006789981417], [106.4449468232374, 29.82603893984526], [106.4448820333792, 29.82616672361547], [106.44485654659239, 29.82621699481848], [106.44483965912305, 29.826250298512488], [106.44464762688655, 29.826629056086116], [106.44449526554412, 29.826929565447124], [106.44442947024392, 29.827059334021104], [106.44429211948578, 29.82733023050577], [106.44427219950245, 29.82736153230894], [106.44426745378001, 29.827367391392045], [106.44426246793859, 29.827373093993113], [106.44425725187072, 29.827378635615613], [106.4442518091737, 29.82738400906482], [106.44424614614279, 29.827389207146272], [106.44424027446918, 29.827394221765978], [106.44423419595142, 29.827399046628727], [106.44422792318018, 29.827403679935912], [106.44422146334989, 29.827408108197687], [106.44421482185656, 29.827412331414], [106.44420861383652, 29.827415998849347], [106.4442022700188, 29.827419484621544], [106.44419579849739, 29.82742278783144], [106.44418920736611, 29.82742589948572], [106.44418250022228, 29.82742882138302], [106.44417568695845, 29.827431547228176], [106.4441687747692, 29.827434075222474], [106.44416177084913, 29.827436402667896], [106.44415468149346, 29.82743852686656], [106.44414751839332, 29.82744044422117], [106.44413953601081, 29.827442317509], [106.44413148168259, 29.82744393179206], [106.44412336799911, 29.827445284372402], [106.44411519945699, 29.827446374350757], [106.44410699044533, 29.827447201727015], [106.44409875085671, 29.82744776020604], [106.44409049597967, 29.827448056082975], [106.44408223121009, 29.82744808306262], [106.44407397183643, 29.827447846540966], [106.44406572954983, 29.827447340222644], [106.44376803596617, 29.827395374696835], [106.44360742244464, 29.827273084885004], [106.44352381697064, 29.827114030787925], [106.44349397746515, 29.827074604509452], [106.44347221836823, 29.8270454430928], [106.4433056810124, 29.826846486975853], [106.44303199033415, 29.826525491957966], [106.4428773635995, 29.826344138271395], [106.44286783708107, 29.82633296599363], [106.44287205670012, 29.826324526755567], [106.44283896884336, 29.826288681577466], [106.44283848231017, 29.826288153675414], [106.44278639627522, 29.826231727512262], [106.4427826739813, 29.826233080991926], [106.44268042016533, 29.82611315279979]]]"
bc8dddf31c24070df73ce00afe205269,环山国际小区,渝北区,重庆市渝北区银梭大道8号,重庆大昌祥物业发展有限公司,住宅,1904055338570000000,三级,地字第500112200900001号,重庆市地平线置业有限公司,有合同,谭强,"[106.61075430598278, 29.663316101731823]","[[[106.61031028120206, 29.66171936920495], [106.61031147984072, 29.661719453984198], [106.61034137294361, 29.661721721313867], [106.61034198455798, 29.661721769282067], [106.61037123008597, 29.66172421095719], [106.61037246551355, 29.661724317883053], [106.6104016979107, 29.661726975866614], [106.6104029187696, 29.661727088909412], [106.61043239565099, 29.661729996455616], [106.61043334621581, 29.661730092309202], [106.61046191516127, 29.661733121064998], [106.61046374283204, 29.66173331989614], [106.61049308396673, 29.661736660381436], [106.61049410644274, 29.66173677795501], [106.61052200398115, 29.66174016023692], [106.61052443509463, 29.66174046014516], [106.6105531583249, 29.661744165705144], [106.61055472554641, 29.66174437454118], [106.61055798774277, 29.661744810179048], [106.61058194588249, 29.661748087720262], [106.61058497594091, 29.661748509391337], [106.6106147019904, 29.661752800410625], [106.61061518508544, 29.66175287369995], [106.61061783658769, 29.661753267696184], [106.61064172745864, 29.661756902431474], [106.61064535207579, 29.661757460238476], [106.61067490725662, 29.661762184623942], [106.61067547057209, 29.661762277039582], [106.61067751168582, 29.661762612259956], [106.61070444921133, 29.661767130728833], [106.61070554278527, 29.661767316014807], [106.61073499516806, 29.66177247919796], [106.61073556348764, 29.661772580701708], [106.61073699662784, 29.661772837334144], [106.61076456604776, 29.661777891140535], [106.61076553167757, 29.661778069282462], [106.61079478039106, 29.661783651857373], [106.61079544530892, 29.661783780827538], [106.61079627282976, 29.661783942667576], [106.61082388096378, 29.661789434481427], [106.61082530120134, 29.6617897198041], [106.610855097452, 29.661795877166057], [106.61085532690147, 29.661795926275264], [106.61088362908612, 29.661802001173644], [106.61088483388453, 29.661802262833508], [106.61091413932124, 29.661808782481156], [106.61091450449469, 29.66180886590059], [106.61094263934288, 29.66181534985866], [106.61094411122066, 29.661815693610244], [106.61097269153504, 29.661822509230273], [106.61097364691324, 29.66182274135526], [106.61100179327974, 29.661829682797762], [106.61100311462471, 29.66183001188328], [106.61103097120379, 29.661837103650058], [106.61103250930292, 29.66183749881153], [106.61106049341687, 29.661844853893154], [106.61106183081989, 29.661845209354915], [106.61108895783403, 29.66185255644304], [106.6110910741576, 29.661853135327004], [106.61111892477292, 29.661860913457417], [106.61112023813898, 29.661861284830362], [106.61112360161448, 29.66186224140734], [106.61114663697403, 29.661868867414118], [106.61114932298818, 29.661869645239438], [106.61117750551267, 29.661877985316934], [106.61117832330306, 29.661878230011965], [106.611181086833, 29.66187906300849], [106.61120398809932, 29.661886029069674], [106.61120651303216, 29.66188680471469], [106.61120723933863, 29.661887024718588], [106.61123508382613, 29.661895731857044], [106.6112360667263, 29.661896042831025], [106.61123823893968, 29.66189673161715], [106.61126384755447, 29.661904961986952], [106.61126480468877, 29.661905269906157], [106.61129300437196, 29.661914565466013], [106.61129345201786, 29.661914715850035], [106.61129503936574, 29.661915246080632], [106.6113212973741, 29.66192413199635], [106.61132200574411, 29.66192437340617], [106.61135014557262, 29.66193413270196], [106.61135046375396, 29.661934245252386], [106.61135147065342, 29.66193460075079], [106.61137782130915, 29.661943970507238], [106.61137882401438, 29.661944329557006], [106.6114065980724, 29.661954447420754], [106.6114070834278, 29.66195462627817], [106.61140751850755, 29.66195478641438], [106.6114342078235, 29.66196474527119], [106.6114352399787, 29.66196513268249], [106.61146316544044, 29.6619757992269], [106.61146329777895, 29.66197584972784], [106.61149013052585, 29.66198634092116], [106.6114912403095, 29.661986777190798], [106.61151839602623, 29.66199763537233], [106.61151908104146, 29.661997912547488], [106.6115459626691, 29.662008909540603], [106.61154681064865, 29.662009257475784], [106.61157319387571, 29.662020287412908], [106.61157442611508, 29.662020807425023], [106.61160047288875, 29.662031940150467], [106.61160193045696, 29.662032566946014], [106.61162754670828, 29.66204374886865], [106.61162931557594, 29.66204452690891], [106.61165526667813, 29.6620561048464], [106.6116565812934, 29.66205669723404], [106.61165993283537, 29.66205821110516], [106.61168143092081, 29.662068011302683], [106.61168373093338, 29.662069065337523], [106.61170932303753, 29.662080969462956], [106.61171075296103, 29.662081640986088], [106.61171353489075, 29.662082951406735], [106.61173484043017, 29.662093068318722], [106.6117376558445, 29.66209441256773], [106.6117636846958, 29.662107024386906], [106.61176443009983, 29.662107390778708], [106.61176665099764, 29.662108479824376], [106.61179042989032, 29.662120243950163], [106.61179107593345, 29.66212056389541], [106.61181642627581, 29.66213334784141], [106.61181759010532, 29.662133939992394], [106.61181926263413, 29.662134792499792], [106.61184337918439, 29.6621472025426], [106.61184397583911, 29.662147511897118], [106.61186944103412, 29.66216086748412], [106.61187022481344, 29.66216128310516], [106.61187135345504, 29.662161879290124], [106.61189547776202, 29.662174784655793], [106.61189633818584, 29.662175246415813], [106.61192197425773, 29.662189217700007], [106.61192231382918, 29.66218940540879], [106.61192291323131, 29.66218973464533], [106.61194719651992, 29.66220322758434], [106.61194814967757, 29.66220376005613], [106.61197366891766, 29.662218205132817], [106.61197384477884, 29.662218305834642], [106.61197392350482, 29.662218351099913], [106.61199830205881, 29.662232413611545], [106.61199939389058, 29.662233047184056], [106.61202436894746, 29.662247719426727], [106.61202479825212, 29.662247972394358], [106.61204932385509, 29.662262654791892], [106.61205005660776, 29.662263094077375], [106.61207423832926, 29.662277832258155], [106.61207516397118, 29.66227840224326], [106.61209912336226, 29.66229327272142], [106.61210012243767, 29.662293895116253], [106.61212351222446, 29.6623086785076], [106.61212492576621, 29.662309575318343], [106.61214859677062, 29.66232480902425], [106.61214957603651, 29.662325441975522], [106.612172184564, 29.66234025087728], [106.61224632851099, 29.66238808795492], [106.61231688781633, 29.662441038981058], [106.6123176383364, 29.662441583143494], [106.61234034642798, 29.66245841125708], [106.61234098658004, 29.662458888979458], [106.61234216696951, 29.66245977090905], [106.6123633257108, 29.662475731044168], [106.61236416348355, 29.66247636388513], [106.61238675931757, 29.662493699231508], [106.61238716788537, 29.66249401506136], [106.61238787295673, 29.662494559511025], [106.6123929381013, 29.66249851493589], [106.61247710449283, 29.662562459141007], [106.61255290556771, 29.66263080228452], [106.6125637394276, 29.66264033460213], [106.61256480206816, 29.662641275375716], [106.61258511782981, 29.662659464782035], [106.61258617813431, 29.662660420858778], [106.61258912603583, 29.662663091095535], [106.61260590511405, 29.662678381299866], [106.61260737170923, 29.662679723535078], [106.61262749653679, 29.662698372205497], [106.61262837033891, 29.662699186844698], [106.61263084622718, 29.662701507919817], [106.61264732655727, 29.662717046655885], [106.61264918134641, 29.662718805474324], [106.61266917502739, 29.66273797826304], [106.61266979645548, 29.662738580214164], [106.61267181609094, 29.662740537006183], [106.61268798950505, 29.662756318751356], [106.61269021989237, 29.662758505709284], [106.61270992165797, 29.66277806603753], [106.61271044125074, 29.66277858632916], [106.61271202027956, 29.6627801700292], [106.61272788477935, 29.662796191148594], [106.6127304699516, 29.66279881498499], [106.61274963640759, 29.66281850969438], [106.61275029871958, 29.662819194284552], [106.61275145287152, 29.662820391574744], [106.61276699922445, 29.662836648335592], [106.61276928271586, 29.66283904438439], [106.61276992556871, 29.662839719690968], [106.61278876259111, 29.66285976264505], [106.61278935250013, 29.66286039483945], [106.61279009440501, 29.662861192359866], [106.6128079026727, 29.662880480820494], [106.61280857244674, 29.662881210613996], [106.61282756418592, 29.662902140568416], [106.61282758952117, 29.662902167972458], [106.61282793997363, 29.66290255788603], [106.61284553269874, 29.662922295357404], [106.61284639948165, 29.66292327317189], [106.61286497421482, 29.662944480729852], [106.612865003601, 29.662944512698886], [106.61286475968645, 29.662945279755963], [106.61288148728674, 29.6629636551559], [106.61290487126558, 29.66335691743772], [106.61274488730734, 29.663582005813293], [106.61180735170741, 29.6639605479584], [106.61180664006785, 29.66396083962006], [106.6118059263795, 29.663961130352025], [106.61180521375591, 29.663961419294278], [106.61180450008304, 29.663961709124386], [106.61180378745937, 29.663961998066632], [106.61175610244013, 29.663981248860672], [106.60958734233347, 29.664856886694004], [106.60958647370151, 29.664857235753235], [106.60958560506953, 29.664857584812445], [106.6095847354204, 29.664857932955737], [106.60958386273752, 29.664858277449852], [106.60958299413755, 29.66485862470538], [106.60958212351991, 29.66485896922739], [106.60913036762798, 29.665041366817043], [106.60890445103325, 29.66491809562738], [106.60889565608663, 29.664756016551188], [106.60888491386818, 29.664594364826076], [106.6088677855388, 29.6644040414434], [106.60885608995119, 29.6642325669721], [106.60885591198034, 29.664231770754917], [106.60885573396295, 29.664230977243182], [106.60885555905895, 29.66423018287168], [106.60885538623563, 29.66422938762624], [106.60885521442941, 29.66422859329672], [106.60885504472051, 29.66422779719143], [106.60885487604415, 29.664227001100123], [106.60885471153036, 29.664226203261137], [106.60885454698345, 29.66422540722581], [106.60885438347015, 29.6642246112045], [106.60885422411934, 29.664223813435395], [106.60885406681722, 29.664223016596114], [106.60885390954823, 29.66422221795317], [106.6088537543113, 29.66422142114188], [106.60885360120375, 29.664220620751312], [106.60885345011386, 29.664219823094093], [106.60885329802234, 29.664219023619367], [106.60885315106283, 29.66421822601812], [106.60885300723325, 29.664217426655195], [106.60885286133743, 29.664216627264246], [106.60885272060561, 29.6642158279433], [106.6088525799214, 29.664215025916825], [106.60885244125485, 29.664214226623873], [106.60885230468458, 29.66421342555513], [106.60885217018046, 29.664212624514477], [106.60885203565985, 29.66421182437557], [106.60885190425361, 29.664211023376907], [106.60885177491164, 29.664210222406055], [106.60885164768337, 29.664209418757835], [106.60885152144022, 29.66420861782898], [106.60885139727768, 29.66420781602635], [106.60885127519599, 29.664207013349774], [106.6088511541479, 29.664206210687215], [106.60885103621314, 29.6642054071648], [106.60885092135968, 29.664204604586196], [106.60885080652268, 29.664203801105764], [106.60885069271842, 29.66420299763934], [106.60885058096373, 29.664202195102632], [106.60885047337065, 29.664201390818246], [106.60885036576197, 29.664200587435783], [106.60885026025053, 29.664199782277542], [106.60885015575523, 29.664198978035145], [106.60885005434217, 29.66419817473647], [106.60884995296122, 29.664197369634223], [106.6088498557107, 29.664196564587858], [106.60884975742749, 29.664195759527594], [106.60884966432293, 29.664194953635377], [106.60884957120285, 29.66419414864499], [106.60884948014694, 29.664193343682598], [106.60884939118932, 29.664192536944523], [106.60884930323232, 29.664191732024044], [106.60884921943767, 29.664190925355957], [106.60884913562657, 29.664190119589602], [106.60884905284807, 29.664189313837255], [106.60884897420003, 29.6641885081409], [106.60884889455238, 29.664187700626858], [106.60884882005026, 29.664186894084537], [106.60884874554917, 29.66418608754233], [106.60879571497992, 29.663603352122227], [106.60892879930947, 29.663551221139656], [106.61026153234496, 29.663029162627286], [106.60965161072406, 29.66200290732596], [106.61028095156934, 29.66171736026564], [106.61031028120206, 29.66171936920495]]]"
bca9709c8afd132330feadc97eaba037,云篆山水公租房,巴南区,云锦路329号附20号,重庆海源怡生活服务集团有限公司,公租房,1899376943390000400,四级,地字第500113201100053号,无,有合同,,"[[106.49243707199231, 29.374508336375527], [106.49900878054294, 29.37335205276504], [106.49608019562449, 29.370649242559494], [106.4938126147836, 29.36994956202966]]","[[[[106.49025551238209, 29.375161120589258], [106.49020369254647, 29.375116069051387], [106.49019774443043, 29.37388261289232], [106.49035182347791, 29.373747058080312], [106.4939493194056, 29.373741482283606], [106.49472334340764, 29.37374028348734], [106.49473013149044, 29.37418346219709], [106.49460639916607, 29.374573694220658], [106.49488112496401, 29.374935256756775], [106.49473013149043, 29.374973443769473], [106.49403535394849, 29.375292455782247], [106.4904109691909, 29.375296276102297], [106.49025551238209, 29.375161120589258]]], [[[106.49834220003254, 29.370779954531315], [106.50196792298131, 29.37377423109592], [106.50188863155519, 29.37517746396884], [106.49741782467294, 29.375093188499875], [106.49741782467292, 29.37403453896286], [106.49715132497374, 29.373520575514192], [106.49625664702673, 29.37312082596537], [106.49574268357804, 29.37287336221595], [106.49571252211523, 29.372718784944027], [106.49834220003254, 29.370779954531315]]], [[[106.49834220003254, 29.370779954531315], [106.49571252211523, 29.372718784944027], [106.49559039777868, 29.372092899068093], [106.49559039777871, 29.371502792719753], [106.49557136272824, 29.371255328970335], [106.49509547027981, 29.370912686371415], [106.49456247088138, 29.370969793321365], [106.4943400361638, 29.37094362394913], [106.49433423283865, 29.369040314059305], [106.49720407830563, 29.369840045182002], [106.49834220003254, 29.370779954531315]]], [[[106.49433423283865, 29.369040314059305], [106.4943365620827, 29.369804319613703], [106.4943400361638, 29.37094362394913], [106.4932680442849, 29.370817507522016], [106.49324902722087, 29.369790611247765], [106.49324019407976, 29.36931361982772], [106.49330668455595, 29.369205666108652], [106.49384602957066, 29.368904267318158], [106.49433423283865, 29.369040314059305]]]]"
bcab67fc592c438fcdc4606e7e1f2052,君临南山,南岸区,重庆市南岸区黄桷亚镇,重庆助友创美物业管理有限公司,商住一体（综合商业体）,1803997917350000000,超等级,地字第500108201000102号,重庆金瑜盛实业,有合同,,"[[106.6024604148762, 29.54512551116478], [106.60145238135618, 29.54316941835374], [106.60123833131549, 29.544678345752754]]","[[[[106.60257814941093, 29.544405812898933], [106.60261309687895, 29.544479550747674], [106.6028357156494, 29.54494927984299], [106.60286977445439, 29.545036216819], [106.6029070747932, 29.5451375658895], [106.60295784422176, 29.545280423186686], [106.6029796715631, 29.545463429361465], [106.60303513506818, 29.5456194907242], [106.60229489902034, 29.545814011418877], [106.60186045953427, 29.54469213431175], [106.60214244399621, 29.544579639138355], [106.60214452071023, 29.544578810636494], [106.60241355659782, 29.54447147819567], [106.60241400513496, 29.544471299250077], [106.60257814941093, 29.544405812898933]]], [[[106.60194351681142, 29.543233798134985], [106.60127608506659, 29.54351185793063], [106.6012360841593, 29.54353670430101], [106.60109870608825, 29.543293457478224], [106.60098130667154, 29.543085591483376], [106.60152105844895, 29.542851774921086], [106.6017438259883, 29.542910725972316], [106.60194351681142, 29.543233798134985]]], [[[106.6018203104191, 29.544711162817165], [106.6018586803274, 29.544695856090957], [106.60229313192957, 29.54581775631857], [106.60246964802003, 29.546370144840225], [106.60235772147435, 29.54639658705649], [106.60234673763435, 29.546398905123382], [106.60233573480693, 29.54640118865318], [106.60229215930387, 29.546412679464066], [106.60225008459527, 29.546427844903377], [106.60216049419834, 29.54645933951764], [106.60213450743217, 29.54646709994169], [106.60211304812425, 29.5464719801819], [106.60209131163278, 29.546475795825575], [106.60197586174112, 29.54648585707021], [106.60188040758993, 29.546490495848207], [106.60178772475727, 29.546491863405006], [106.60169728969126, 29.546490105087], [106.60161934134892, 29.546486275528103], [106.60154463813926, 29.54648043778896], [106.60147897370167, 29.546473642978686], [106.60141890451743, 29.546466000404745], [106.6013913768093, 29.54646206431106], [106.60136396439877, 29.54645756147583], [106.60136278291525, 29.54625412044439], [106.60158733328804, 29.545746767945058], [106.6015963406305, 29.54503726338181], [106.60116484671656, 29.54483473687959], [106.600643884256, 29.54467111926399], [106.60038351558266, 29.544540490492757], [106.60025077318231, 29.543954426460438], [106.60013216354163, 29.543706861747555], [106.59983510558708, 29.543328817016025], [106.59978044752957, 29.542977129658578], [106.59990336763428, 29.54313665383708], [106.59992040591227, 29.543157423652996], [106.59994809367957, 29.543186427932852], [106.59997225991074, 29.54320803972238], [106.60001158338618, 29.54323756114583], [106.60004691034477, 29.543259308360405], [106.60009656373484, 29.54328370477908], [106.60010270690289, 29.543285916236606], [106.60012658746312, 29.543352046512645], [106.60019423518311, 29.543324213311905], [106.6002065551175, 29.543355944032932], [106.60027502075961, 29.54332631867414], [106.60032574636526, 29.54332759517872], [106.60038599587436, 29.543323123202942], [106.60042842479534, 29.54331600596673], [106.60047815882662, 29.543303243608907], [106.60053387389074, 29.543282716316657], [106.60074180253505, 29.543192640883298], [106.60098736260652, 29.543086272561794], [106.60124211695923, 29.543537360651776], [106.60121810828547, 29.543552276810168], [106.6012979775159, 29.54369798805012], [106.60178209817661, 29.544631143073275], [106.6018203104191, 29.544711162817165]]]]"
bcccfbdad2b307eccd00a028be7046f0,建工新嶺域,彭水县,凤鸣路6号,重庆建工威特物业管理有限公司,商住一体（综合商业体）,1738031308080000000,四级,地字第500243201600006号,重庆建工新城置业有限公司,有合同,,"[108.08591367068811, 29.290080217228944]","[[[108.08789441632854, 29.28870123460499], [108.08619471486857, 29.29104233284231], [108.08657153547526, 29.291363031230986], [108.08728508939006, 29.291699764539093], [108.08670783229044, 29.292325126397007], [108.08403801820474, 29.291162594738065], [108.08389370392983, 29.29089000110769], [108.08605040059366, 29.287851383875], [108.08789441632854, 29.28870123460499]]]"
